time,OV39.forces.x,OV39.forces.y,OV39.forces.z
1019,0.79296875,0.2421875,0.1640625
1039,0.8203125,0.0546875,0.09765625
1060,0.84375,0.00390625,0.05078125
1080,0.8515625,0.03125,0.03515625
1100,0.83203125,0.046875,0.06640625
1119,0.8359375,0.04296875,0.10546875
1139,0.8671875,-0.01953125,0.125
1161,1.00390625,-0.1015625,0.12109375
1179,1.203125,0.0234375,0.20703125
1200,1.375,0.08203125,0.2578125
1219,1.49609375,0.12890625,0.27734375
1239,1.45703125,0.19921875,0.27734375
1260,1.37109375,0.1484375,0.21875
1279,1.234375,0.0546875,0.125
1300,1.109375,-0.00390625,0.02734375
1320,1.015625,-0.0078125,-0.04296875
1339,0.92578125,0.0078125,-0.06640625
1361,0.83984375,0.05078125,-0.046875
1380,0.74609375,0.08203125,-0.0625
1401,0.6875,0.10546875,-0.11328125
1419,0.64453125,0.1015625,-0.109375
1440,0.60546875,0.09765625,-0.12890625
1460,0.58203125,0.078125,-0.15234375
1479,0.58203125,0.0625,-0.140625
1499,0.63671875,0.03515625,-0.09375
1520,0.7421875,0.0078125,-0.015625
1540,0.94140625,0.03125,0.0234375
1561,1.25,0.12109375,0.01953125
1580,1.60546875,0.2734375,0.06640625
1601,1.8828125,0.3671875,0.1171875
1619,1.94140625,0.37890625,0.140625
1639,1.7890625,0.28125,0.1171875
1661,1.55859375,0.125,0.04296875
1679,1.3046875,0.01953125,0.0078125
1700,1.0546875,-0.0078125,0.01171875
1719,0.82421875,0.015625,-0.0546875
1740,0.68359375,0.05859375,-0.0390625
1760,0.5625,0.078125,-0.05078125
1780,0.4609375,0.07421875,-0.0546875
1800,0.3671875,0.0234375,-0.07421875
1820,0.3125,-0.01953125,-0.0625
1840,0.296875,-0.0703125,-0.0390625
1861,0.30859375,-0.109375,0.00390625
1879,0.359375,-0.16015625,0.03125
1901,0.4765625,-0.1875,0.0390625
1919,0.671875,-0.16796875,0.046875
1939,0.9296875,-0.05859375,0.05859375
1960,1.26953125,0.12109375,0.12109375
1981,1.63671875,0.3046875,0.2265625
2000,1.94921875,0.40234375,0.28125
2021,2.09375,0.44921875,0.34765625
2040,2.015625,0.375,0.33203125
2061,1.7890625,0.21484375,0.2734375
2079,1.51953125,0.06640625,0.2109375
2101,1.2578125,0.0234375,0.16015625
2119,1.01171875,0.015625,0.11328125
2139,0.78125,0.04296875,0.046875
2160,0.57421875,0.05859375,-0.0078125
2179,0.41796875,0.0546875,-0.08203125
2200,0.30078125,0.00390625,-0.12890625
2220,0.17578125,-0.1484375,-0.09765625
2239,0.17578125,-0.1484375,-0.09765625
2259,0.19140625,-0.19921875,-0.0546875
2280,0.265625,-0.23046875,0
2300,0.66015625,-0.17578125,0.0546875
2320,1.05859375,-0.02734375,0.109375
2339,1.4921875,0.15625,0.19921875
2359,1.8359375,0.3359375,0.28515625
2379,2.0703125,0.4375,0.3046875
2399,2.11328125,0.4453125,0.28125
2420,1.94921875,0.34375,0.21484375
2439,1.67578125,0.203125,0.15234375
2459,1.3984375,0.10546875,0.09765625
2479,1.1484375,0.0703125,0.05078125
2500,0.9296875,0.0390625,0.01171875
2520,0.74609375,0.0234375,-0.04296875
2539,0.5859375,0.01171875,-0.09375
2560,0.47265625,-0.02734375,-0.1328125
2579,0.47265625,-0.02734375,-0.1328125
2600,0.328125,-0.05859375,-0.15625
2619,0.28125,-0.08203125,-0.171875
2640,0.26171875,-0.0859375,-0.17578125
2660,0.2890625,-0.06640625,-0.14453125
2679,0.34375,-0.05859375,-0.05078125
2700,0.45703125,-0.1171875,0.0390625
2720,0.63671875,-0.15625,0.046875
2740,1,0.01171875,0.08203125
2760,1.5,0.296875,0.20703125
2780,2.02734375,0.60546875,0.3046875
2800,2.38671875,0.78125,0.25390625
2820,2.37109375,0.67578125,0.13671875
2840,2.078125,0.44921875,0.03125
2860,1.70703125,0.26953125,-0.03125
2880,1.39453125,0.15625,-0.04296875
2901,1.09375,0.1015625,-0.02734375
2919,0.76953125,0.05859375,-0.03515625
2939,0.42578125,-0.02734375,-0.1171875
2960,0.14453125,-0.16796875,-0.125
2980,-0.09765625,-0.23828125,-0.09765625
3000,-0.1953125,-0.2265625,-0.16015625
3020,-0.16015625,-0.140625,-0.140625
3040,0.078125,0,0.03125
3061,0.39453125,0.0625,0.1171875
3079,0.73828125,0.10546875,0.0546875
3101,1.1015625,0.20703125,-0.0546875
3119,1.4453125,0.3125,-0.07421875
3139,1.80078125,0.484375,-0.01171875
3160,2.0703125,0.60546875,0.03515625
3179,2.15234375,0.5546875,0.0625
3201,2.046875,0.39453125,0.140625
3220,1.8203125,0.22265625,0.19140625
3240,1.56640625,0.09765625,0.23046875
3261,1.33203125,0.02734375,0.24609375
3279,1.12890625,-0.0078125,0.21875
3301,0.921875,-0.02734375,0.140625
3320,0.67578125,-0.03515625,0.0703125
3339,0.41796875,-0.06640625,-0.00390625
3359,0.234375,-0.10546875,-0.0703125
3379,0.07421875,-0.12890625,-0.08984375
3400,-0.01953125,-0.1015625,-0.10546875
3419,-0.046875,-0.07421875,-0.10546875
3439,0.015625,-0.01953125,-0.05859375
3461,0.16796875,0.05859375,0.02734375
3479,0.40625,0.07421875,0.125
3501,0.67578125,0.078125,0.1171875
3519,0.98046875,0.078125,0.0234375
3540,1.328125,0.203125,-0.0078125
3560,1.73046875,0.390625,0.09375
3580,2.1796875,0.60546875,0.19140625
3599,2.421875,0.7109375,0.27734375
3619,2.34765625,0.609375,0.32421875
3639,2.0703125,0.421875,0.35546875
3661,1.70703125,0.234375,0.3671875
3679,1.38671875,0.12890625,0.328125
3701,1.1328125,0.09765625,0.296875
3720,0.91796875,0.05859375,0.24609375
3739,0.69140625,0.03125,0.1953125
3759,0.47265625,-0.015625,0.11328125
3781,0.2734375,-0.05078125,0.03515625
3799,0.11328125,-0.1328125,-0.01953125
3820,0.01171875,-0.15625,-0.0234375
3840,-0.046875,-0.1796875,-0.0234375
3861,-0.0546875,-0.1953125,-0.015625
3879,0.01953125,-0.16796875,0.02734375
3901,0.1953125,-0.08203125,0.09765625
3919,0.53125,0.0859375,0.203125
3939,0.9140625,0.20703125,0.21875
3960,1.296875,0.29296875,0.07421875
3979,1.65234375,0.4296875,0.01953125
3999,1.9921875,0.5703125,0.13671875
4019,2.265625,0.6796875,0.2578125
4040,2.30859375,0.6328125,0.32421875
4060,1.7734375,0.30078125,0.34375
4080,1.47265625,0.203125,0.30078125
4099,1.23828125,0.1796875,0.25390625
4119,1.03515625,0.16015625,0.203125
4139,0.8203125,0.1484375,0.1484375
4159,0.57421875,0.125,0.09375
4179,0.33203125,0.0859375,0.0234375
4199,0.109375,0.0078125,-0.07421875
4219,-0.03515625,-0.09375,-0.1484375
4239,-0.04296875,-0.13671875,-0.1640625
4259,0.0390625,-0.1640625,-0.125
4279,0.18359375,-0.15625,-0.08203125
4299,0.3671875,-0.125,-0.03515625
4320,0.59375,-0.015625,0.04296875
4340,0.8828125,0.125,0.1796875
4360,1.109375,0.21875,0.28125
4379,1.3125,0.27734375,0.265625
4400,1.47265625,0.30859375,0.18359375
4419,1.625,0.33203125,0.140625
4439,1.8359375,0.38671875,0.1796875
4459,1.98828125,0.40625,0.23046875
4479,2.00390625,0.37890625,0.26171875
4500,2.00390625,0.37890625,0.26171875
4520,1.62109375,0.19140625,0.19921875
4539,1.3671875,0.12890625,0.13671875
4559,1.140625,0.1171875,0.08984375
4579,0.9296875,0.1328125,0.046875
4600,0.68359375,0.14453125,-0.03125
4619,0.421875,0.17578125,-0.125
4639,0.140625,0.20703125,-0.24609375
4661,-0.0859375,0.16796875,-0.35546875
4679,-0.1875,0.1171875,-0.421875
4701,-0.17578125,0.0703125,-0.4296875
4719,-0.08203125,0.01953125,-0.33203125
4740,0.1796875,-0.01171875,-0.17578125
4759,0.58984375,0.046875,0.0546875
4779,1.078125,0.13671875,0.265625
4800,1.51171875,0.22265625,0.39453125
4820,1.9609375,0.328125,0.51171875
4839,2.3203125,0.4765625,0.5703125
4859,2.45703125,0.58203125,0.50390625
4879,2.28515625,0.51953125,0.375
4901,1.93359375,0.34375,0.2578125
4920,1.59765625,0.23828125,0.1796875
4939,1.33984375,0.20703125,0.12109375
4959,1.13671875,0.203125,0.06640625
4980,0.95703125,0.1796875,-0.0390625
5000,0.734375,0.15234375,-0.17578125
5019,0.546875,0.15625,-0.28515625
5039,0.37890625,0.11328125,-0.35546875
5060,0.2421875,0.09375,-0.375
5080,0.171875,0.0703125,-0.34765625
5101,0.1484375,0.05859375,-0.3125
5119,0.20703125,0.0859375,-0.1875
5139,0.3203125,0.05859375,-0.01171875
5160,0.38671875,0.0390625,0.125
5181,0.390625,0.06640625,0.30859375
5200,0.3203125,0.00390625,0.6875
5219,0.375,-0.08984375,1.1640625
5239,0.4375,-0.10546875,1.5703125
5260,0.44140625,-0.20703125,1.890625
5279,0.4453125,-0.30078125,1.9140625
5300,0.546875,-0.2890625,1.859375
5320,0.65234375,-0.3125,1.87109375
5340,0.77734375,-0.29296875,1.78125
5360,0.8984375,-0.2109375,1.5546875
5379,0.953125,-0.125,1.25
5399,0.96875,-0.03125,0.9140625
5420,0.96875,0.05078125,0.62890625
5440,0.98046875,0.125,0.4140625
5461,0.98828125,0.21875,0.2578125
5479,0.88671875,0.2265625,0.078125
5501,0.77734375,0.1875,0.01953125
5520,0.66015625,0.1328125,0.03515625
5539,0.53515625,0.06640625,0.07421875
5560,0.375,0.01171875,0.07421875
5579,0.26953125,-0.04296875,0.1796875
5600,0.21484375,-0.09375,0.3125
5619,0.15234375,-0.125,0.390625
5640,0.1015625,-0.14453125,0.44140625
5660,-0.015625,-0.1953125,0.56640625
5679,-0.0859375,-0.265625,0.76953125
5701,-0.10546875,-0.3125,1.05078125
5719,-0.02734375,-0.3671875,1.43359375
5739,0.02734375,-0.453125,1.69140625
5760,0.1328125,-0.4375,1.7578125
5780,0.22265625,-0.40234375,1.78125
5800,0.34765625,-0.43359375,1.890625
5820,0.4609375,-0.44921875,1.52734375
5839,0.4609375,-0.44921875,1.52734375
5859,0.5390625,-0.36328125,1.01171875
5880,0.7890625,-0.25,0.5859375
5899,0.80859375,-0.12890625,0.48828125
5919,0.84375,0.05078125,0.359375
5939,0.8671875,0.1640625,0.21875
5959,0.8359375,0.24609375,0.046875
5979,0.6953125,0.17578125,-0.01171875
5999,0.44140625,0.0234375,-0.0078125
6020,0.2109375,-0.078125,0.0859375
6039,0.1015625,-0.078125,0.3046875
6059,0.15625,-0.078125,0.62890625
6079,0.16796875,-0.171875,0.8125
6100,0.11328125,-0.28125,0.87109375
6119,0.08203125,-0.34375,0.81640625
6140,0.04296875,-0.421875,0.7578125
6160,-0.04296875,-0.48828125,0.83984375
6179,-0.16015625,-0.6484375,1.05859375
6200,-0.14453125,-0.66796875,1.3125
6221,-0.08984375,-0.65625,1.5390625
6240,0.00390625,-0.640625,1.67578125
6259,0.2734375,-0.5703125,1.765625
6279,0.58984375,-0.41015625,1.80078125
6300,0.72265625,-0.3125,1.34765625
6319,0.87890625,-0.21875,0.73828125
6339,1.04296875,-0.1640625,0.4921875
6360,1.26171875,0.0546875,0.44140625
6379,1.38671875,0.23828125,0.3203125
6400,1.38671875,0.23828125,0.3203125
6419,1.01171875,-0.0390625,-0.08203125
6439,0.796875,-0.17578125,-0.24609375
6460,0.5078125,-0.2890625,-0.18359375
6480,0.26171875,-0.30078125,-0.0234375
6500,0.16796875,-0.23046875,0.25
6519,0.13671875,-0.27734375,0.4296875
6539,0.23828125,-0.296875,0.59375
6559,0.3515625,-0.30078125,0.62890625
6579,0.3515625,-0.26171875,0.57421875
6600,0.27734375,-0.23046875,0.6328125
6619,0.375,-0.14453125,0.8515625
6639,0.515625,-0.18359375,1.07421875
6660,0.41015625,-0.30859375,1.21484375
6679,0.390625,-0.3984375,1.30078125
6701,0.58984375,-0.296875,1.203125
6720,0.9375,-0.0390625,1.140625
6740,1.24609375,0.08984375,1.1171875
6760,1.46484375,0.21484375,1.015625
6782,1.5625,0.23828125,0.9765625
6799,1.37890625,0.046875,0.96875
6820,1.09375,-0.21484375,0.92578125
6840,0.87890625,-0.32421875,0.89453125
6859,0.67578125,-0.40234375,0.83203125
6879,0.5,-0.46875,0.71875
6901,0.3671875,-0.46484375,0.5859375
6919,0.2421875,-0.453125,0.453125
6939,0.12109375,-0.41796875,0.328125
6959,0.02734375,-0.3828125,0.2734375
6980,-0.05078125,-0.35546875,0.31640625
7000,-0.02734375,-0.31640625,0.421875
7020,0.10546875,-0.21484375,0.47265625
7040,0.19921875,-0.1640625,0.48046875
7060,0.07421875,-0.234375,0.49609375
7079,-0.11328125,-0.3515625,0.58984375
7101,-0.1171875,-0.3515625,0.8046875
7119,0.0625,-0.30859375,1.2421875
7140,0.20703125,-0.29296875,1.65625
7160,0.359375,-0.3203125,1.89453125
7180,0.53515625,-0.33203125,1.9140625
7200,0.67578125,-0.27734375,1.734375
7220,0.7734375,-0.24609375,1.5390625
7239,0.7421875,-0.2890625,1.3984375
7260,0.71484375,-0.296875,1.296875
7279,0.69140625,-0.265625,1.1484375
7301,0.62890625,-0.2265625,0.9453125
7320,0.56640625,-0.21484375,0.79296875
7340,0.53125,-0.19921875,0.6875
7359,0.4921875,-0.140625,0.50390625
7382,0.46875,-0.0390625,0.2265625
7400,0.4609375,-0.0234375,-0.0234375
7420,0.40234375,-0.06640625,-0.1015625
7440,0.31640625,-0.14453125,-0.05078125
7461,0.2890625,-0.1796875,0.08203125
7480,0.3046875,-0.14453125,0.2421875
7501,0.34765625,-0.1484375,0.4140625
7519,0.34765625,-0.21484375,0.60546875
7539,0.3203125,-0.26953125,0.87109375
7560,0.3828125,-0.36328125,1.3125
7580,0.46484375,-0.515625,1.70703125
7600,0.4921875,-0.5625,1.80078125
7619,0.52734375,-0.578125,1.73046875
7640,0.6015625,-0.59765625,1.578125
7659,0.58984375,-0.53515625,1.40625
7679,0.6484375,-0.3828125,1.19140625
7699,0.6953125,-0.203125,1.0234375
7719,0.7109375,-0.07421875,0.953125
7739,0.66796875,-0.03125,0.87890625
7759,0.640625,0.0390625,0.74609375
7779,0.6015625,0.0859375,0.546875
7799,0.55859375,0.1328125,0.359375
7820,0.51171875,0.16015625,0.23046875
7840,0.421875,0.1640625,0.07421875
7859,0.33984375,0.171875,-0.12109375
7879,0.2734375,0.17578125,-0.2734375
7900,0.20703125,0.109375,-0.375
7920,0.203125,0.07421875,-0.3984375
7940,0.28125,0.10546875,-0.37890625
7960,0.328125,0.125,-0.44140625
7980,0.46484375,0.30859375,-0.4765625
8000,0.73046875,0.66015625,-0.46484375
8020,0.9765625,1.05859375,-0.5625
8041,1.15234375,1.34765625,-0.73046875
8060,1.17578125,1.48046875,-0.96484375
8079,1.0703125,1.45703125,-1.07421875
8100,0.94140625,1.28515625,-1.06640625
8120,0.8515625,1.0625,-0.99609375
8139,0.76171875,0.90625,-0.8828125
8160,0.640625,0.7890625,-0.78515625
8180,0.48046875,0.66796875,-0.75390625
8200,0.29296875,0.5,-0.7265625
8220,0.15625,0.375,-0.6953125
8239,0.08984375,0.28515625,-0.64453125
8261,0.046875,0.23046875,-0.62109375
8279,0.046875,0.23046875,-0.62109375
8301,-0.11328125,0.12890625,-0.5625
8320,-0.14453125,0.12109375,-0.5390625
8339,-0.09765625,0.12890625,-0.5234375
8359,-0.09765625,0.12890625,-0.5234375
8380,0.06640625,0.28125,-0.53125
8400,0.0859375,0.421875,-0.62109375
8420,0.0546875,0.6171875,-0.78515625
8439,0.015625,0.79296875,-1.01171875
8459,-0.015625,0.90234375,-1.21875
8479,-0.09765625,0.98046875,-1.4296875
8501,-0.24609375,1.0390625,-1.6171875
8520,-0.3828125,1.10546875,-1.7421875
8540,-0.40625,1.11328125,-1.83203125
8560,-0.31640625,1.0234375,-1.82421875
8580,-0.265625,0.9140625,-1.68359375
8599,-0.2109375,0.79296875,-1.4765625
8619,-0.15625,0.67578125,-1.21484375
8640,-0.08984375,0.5546875,-1.046875
8659,-0.03515625,0.46484375,-0.921875
8679,-0.046875,0.390625,-0.79296875
8701,-0.08984375,0.27734375,-0.6328125
8720,-0.11328125,0.140625,-0.4609375
8740,-0.1171875,0.0546875,-0.32421875
8759,-0.10546875,0.0078125,-0.2265625
8779,-0.1015625,0.00390625,-0.12890625
8799,-0.09375,0.03515625,-0.04296875
8821,-0.03515625,0.09375,0.0703125
8840,0.12890625,0.21484375,0.23828125
8859,0.484375,0.33203125,0.57421875
8879,0.8203125,0.265625,0.97265625
8900,1.0390625,0.05859375,1.390625
8919,1.0703125,-0.2578125,1.6796875
8941,1.07421875,-0.484375,1.79296875
8960,0.9921875,-0.62109375,1.7109375
8981,0.87109375,-0.69921875,1.46875
9000,0.7265625,-0.69921875,1.2578125
9019,0.6171875,-0.65234375,1.0703125
9040,0.51171875,-0.58203125,0.89453125
9061,0.4140625,-0.52734375,0.7578125
9080,0.359375,-0.46875,0.64453125
9101,0.31640625,-0.40625,0.5546875
9119,0.265625,-0.36328125,0.5078125
9141,0.21484375,-0.33203125,0.4765625
9159,0.1484375,-0.33203125,0.47265625
9180,0.09765625,-0.3203125,0.453125
9199,0.09375,-0.30859375,0.43359375
9221,0.140625,-0.2734375,0.4296875
9240,0.21875,-0.21875,0.43359375
9259,0.28125,-0.19921875,0.515625
9279,0.3203125,-0.2734375,0.71875
9300,0.37109375,-0.36328125,0.96484375
9320,0.49609375,-0.453125,1.2734375
9340,0.71484375,-0.5,1.5390625
9360,0.71484375,-0.5,1.5390625
9379,0.74609375,-0.5390625,1.51171875
9400,0.65625,-0.53125,1.3671875
9419,0.65625,-0.53125,1.3671875
9439,0.515625,-0.51953125,1.17578125
9460,0.43359375,-0.48046875,1.03125
9479,0.34375,-0.48046875,0.91796875
9499,0.26953125,-0.484375,0.890625
9519,0.21875,-0.484375,0.875
9539,0.1953125,-0.49609375,0.8671875
9559,0.16796875,-0.46875,0.80859375
9579,0.16015625,-0.41015625,0.71484375
9599,0.1640625,-0.35546875,0.66796875
9619,0.171875,-0.32421875,0.60546875
9639,0.16796875,-0.2734375,0.51953125
9660,0.18359375,-0.203125,0.421875
9680,0.23828125,-0.12890625,0.33203125
9700,0.36328125,-0.046875,0.3203125
9720,0.49609375,-0.0234375,0.33984375
9739,0.640625,-0.06640625,0.4140625
9760,0.87109375,-0.1796875,0.46875
9779,1.1328125,-0.37109375,0.56640625
9800,1.33203125,-0.62890625,0.78515625
9819,1.375,-0.8515625,1.01953125
9840,1.28125,-1.04296875,1.19140625
9861,1.11328125,-1.16015625,1.2265625
9879,0.953125,-1.16796875,1.15625
9900,0.84765625,-1.00390625,1.03125
9920,0.78125,-0.76953125,0.83203125
9940,0.7109375,-0.54296875,0.59765625
9960,0.63671875,-0.35546875,0.3828125
9980,0.58203125,-0.203125,0.1953125
10000,0.484375,-0.14453125,-0.00390625
10021,0.390625,-0.16015625,-0.1484375
10040,0.3125,-0.2421875,-0.1875
10061,0.234375,-0.3515625,-0.15234375
10080,0.1328125,-0.48046875,-0.13671875
10101,0.09375,-0.5625,-0.1328125
10120,0.23828125,-0.5546875,-0.0078125
10141,0.546875,-0.50390625,0.16015625
10161,0.9609375,-0.3515625,0.25
10180,1.421875,-0.14453125,0.296875
10202,1.421875,-0.14453125,0.296875
10220,1.890625,0.07421875,0.22265625
10241,1.98046875,0.21484375,0.16796875
10260,1.8984375,0.31640625,0.0078125
10279,1.703125,0.29296875,-0.1875
10299,1.4375,0.2109375,-0.2578125
10320,1.15234375,0.1015625,-0.2421875
10341,0.94921875,0.02734375,-0.23828125
10359,0.81640625,-0.0078125,-0.2578125
10379,0.73046875,-0.04296875,-0.26171875
10400,0.671875,-0.06640625,-0.2734375
10420,0.58984375,-0.09375,-0.28515625
10439,0.51171875,-0.1484375,-0.3203125
10461,0.44140625,-0.19921875,-0.36328125
10479,0.38671875,-0.23828125,-0.42578125
10501,0.375,-0.26953125,-0.45703125
10520,0.47265625,-0.2265625,-0.375
10541,0.78515625,-0.04296875,-0.1640625
10560,1.24609375,0.2265625,0.09375
10579,1.6796875,0.4296875,0.28125
10600,1.91796875,0.53125,0.34375
10620,1.96484375,0.515625,0.34375
10640,1.78125,0.42578125,0.32421875
10659,1.47265625,0.21875,0.23046875
10679,1.1875,0.05859375,0.12890625
10699,0.99609375,-0.015625,0.04296875
10719,0.87109375,-0.02734375,-0.0234375
10740,0.80859375,-0.00390625,-0.03515625
10760,0.74609375,0.015625,-0.015625
10779,0.6953125,0.02734375,-0.015625
10799,0.61328125,0.00390625,-0.046875
10819,0.55078125,-0.03125,-0.07421875
10839,0.515625,-0.046875,-0.08203125
10861,0.484375,-0.06640625,-0.046875
10880,0.45703125,-0.07421875,-0.0546875
10901,0.48828125,-0.0390625,-0.0625
10920,0.5859375,0.01171875,-0.07421875
10941,0.765625,0.0703125,-0.01953125
10960,0.97265625,0.14453125,0.05078125
10979,1.1953125,0.24609375,0.15625
11000,1.3984375,0.34375,0.2890625
11020,1.5234375,0.33984375,0.37890625
11040,1.5546875,0.265625,0.421875
11060,1.53125,0.1796875,0.41796875
11080,1.45703125,0.1328125,0.37890625
11100,1.23046875,0.0625,0.21484375
11119,1.23046875,0.0625,0.21484375
11140,0.98046875,0.0234375,0.1171875
11159,0.98046875,0.0234375,0.1171875
11179,0.734375,0.04296875,0.05859375
11199,0.6484375,0.046875,0.01953125
11219,0.60546875,0.015625,0.03515625
11239,0.59375,-0.0546875,0.1171875
11259,0.515625,-0.125,0.1484375
11279,0.453125,-0.1796875,0.1171875
11299,0.41796875,-0.19140625,0.04296875
11319,0.4453125,-0.1953125,-0.01171875
11339,0.51953125,-0.16015625,0.02734375
11360,0.71875,-0.05078125,0.140625
11379,1.01953125,0.078125,0.265625
11400,1.296875,0.19140625,0.3984375
11420,1.49609375,0.21484375,0.484375
11440,1.58984375,0.1953125,0.5078125
11459,1.62109375,0.16015625,0.51171875
11479,1.59765625,0.10546875,0.5
11499,1.53125,0.0703125,0.48046875
11520,1.4609375,0.07421875,0.4765625
11540,1.33984375,0.0390625,0.4453125
11560,1.17578125,-0.00390625,0.4140625
11579,1.0078125,-0.0859375,0.39453125
11599,0.86328125,-0.12890625,0.3984375
11619,0.7265625,-0.19140625,0.41015625
11640,0.5859375,-0.265625,0.375
11659,0.45703125,-0.3125,0.2890625
11679,0.37109375,-0.33203125,0.18359375
11700,0.3046875,-0.3359375,0.08984375
11719,0.26953125,-0.33203125,0.03125
11740,0.26171875,-0.30859375,0.015625
11760,0.25,-0.32421875,0.03515625
11779,0.24609375,-0.3203125,0.078125
11799,0.37890625,-0.19140625,0.1796875
11821,0.734375,0.09375,0.39453125
11840,1.18359375,0.3828125,0.69140625
11861,1.5625,0.5625,0.828125
11879,1.7421875,0.59765625,0.72265625
11901,1.75390625,0.55859375,0.5390625
11919,1.64453125,0.453125,0.390625
11941,1.5546875,0.35546875,0.28515625
11959,1.5,0.2890625,0.24609375
11979,1.421875,0.203125,0.23046875
12000,1.32421875,0.10546875,0.2578125
12020,1.21875,0.03125,0.27734375
12040,1.0859375,-0.03515625,0.2421875
12059,0.95703125,-0.08984375,0.171875
12080,0.8984375,-0.078125,0.1640625
12101,0.8984375,-0.078125,0.1640625
12120,0.83984375,-0.06640625,0.16015625
12141,0.76171875,-0.08203125,0.1328125
12159,0.703125,-0.1015625,0.1015625
12179,0.62890625,-0.109375,0.0703125
12199,0.57421875,-0.1640625,-0.01171875
12220,0.5390625,-0.2265625,-0.05859375
12239,0.5859375,-0.25390625,-0.0703125
12260,0.703125,-0.2421875,-0.01953125
12279,0.97265625,-0.125,0.234375
12299,1.390625,0.0625,0.55078125
12320,1.66015625,0.21875,0.7578125
12341,1.734375,0.26171875,0.7421875
12360,1.6015625,0.203125,0.65234375
12379,1.33203125,0.04296875,0.57421875
12399,1.0859375,-0.1171875,0.4921875
12422,0.9296875,-0.1953125,0.46875
12440,0.81640625,-0.21875,0.43359375
12459,0.77734375,-0.21875,0.39453125
12480,0.74609375,-0.21875,0.390625
12500,0.7265625,-0.234375,0.40234375
12519,0.69921875,-0.2578125,0.40234375
12541,0.671875,-0.2578125,0.3984375
12559,0.66015625,-0.25,0.39453125
12579,0.6640625,-0.2109375,0.359375
12599,0.59375,-0.203125,0.26953125
12622,0.4375,-0.27734375,0.265625
12639,0.26953125,-0.37109375,0.328125
12659,0.140625,-0.41015625,0.40625
12679,0.1015625,-0.40625,0.51953125
12700,0.11328125,-0.3828125,0.59765625
12719,0.12109375,-0.328125,0.640625
12741,0.06640625,-0.3515625,0.80078125
12759,0.06640625,-0.3515625,0.80078125
12779,0.078125,-0.3359375,0.90234375
12800,0.07421875,-0.33984375,0.96875
12819,0.046875,-0.3515625,1.03125
12839,0,-0.359375,1.0625
12861,-0.0234375,-0.37890625,1.12109375
12879,-0.09375,-0.4140625,1.22265625
12899,-0.12890625,-0.40625,1.25
12919,-0.08203125,-0.390625,1.33984375
12939,0,-0.34765625,1.515625
12959,0.0390625,-0.33984375,1.7109375
12979,0.078125,-0.37109375,1.81640625
12999,0.20703125,-0.359375,1.8515625
13019,0.30859375,-0.3125,1.83984375
13040,0.32421875,-0.3203125,1.77734375
13059,0.375,-0.31640625,1.66015625
13079,0.46484375,-0.30078125,1.54296875
13100,0.52734375,-0.30078125,1.42578125
13120,0.57421875,-0.30078125,1.30859375
13140,0.6328125,-0.28125,1.19140625
13160,0.671875,-0.296875,1.07421875
13179,0.671875,-0.3203125,0.9453125
13200,0.6484375,-0.3046875,0.84765625
13220,0.625,-0.26953125,0.7265625
13239,0.5859375,-0.2578125,0.58203125
13261,0.5390625,-0.2578125,0.44921875
13279,0.49609375,-0.2421875,0.38671875
13300,0.48828125,-0.203125,0.39453125
