time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,1,0.046875,0.12890625
24,1.00390625,0.05078125,0.13671875
40,1.0078125,0.04296875,0.1328125
60,1.0078125,0.05078125,0.140625
85,1.0078125,0.04296875,0.1328125
100,1,0.0390625,0.12890625
120,1,0.04296875,0.125
143,1,0.046875,0.125
161,0.98828125,0.0546875,0.1171875
181,0.9921875,0.05859375,0.12109375
212,0.984375,0.06640625,0.125
220,0.984375,0.0546875,0.12109375
240,0.98828125,0.0625,0.1171875
269,0.9921875,0.0546875,0.11328125
280,0.9921875,0.0546875,0.11328125
300,0.9921875,0.0546875,0.109375
328,0.99609375,0.0546875,0.12109375
342,0.98828125,0.0625,0.11328125
360,1,0.05859375,0.125
392,1,0.0546875,0.12109375
400,1,0.05859375,0.12890625
420,1.00390625,0.06640625,0.1328125
448,1.01171875,0.0625,0.12890625
460,1,0.0625,0.12890625
480,1,0.0546875,0.125
512,1,0.05859375,0.1171875
520,1.00390625,0.0625,0.12109375
540,1.0078125,0.0546875,0.1171875
560,1.00390625,0.05078125,0.1171875
589,1.00390625,0.05078125,0.1171875
600,0.98828125,0.046875,0.1171875
620,0.98828125,0.05078125,0.11328125
649,0.98828125,0.05078125,0.10546875
660,0.98828125,0.046875,0.109375
680,0.98828125,0.0390625,0.1171875
706,0.98828125,0.04296875,0.12109375
720,0.98828125,0.04296875,0.11328125
740,0.98828125,0.046875,0.109375
768,0.98828125,0.0625,0.12109375
781,0.99609375,0.0625,0.11328125
800,0.99609375,0.0625,0.11328125
827,1.01171875,0.0703125,0.09765625
841,1.04296875,0.0859375,0.0703125
861,1.12890625,0.12890625,-0.0078125
887,1.3359375,0.19921875,-0.16796875
900,1.6171875,0.2578125,-0.35546875
921,1.66015625,0.12109375,-0.59765625
949,1.43359375,-0.33203125,-1.06640625
961,1.0390625,-0.84765625,-1.42578125
980,0.77734375,-1.1484375,-1.59375
1008,0.640625,-1.08203125,-1.40234375
1020,0.41796875,-0.73046875,-1.0390625
1040,0.0703125,-0.29296875,-0.35546875
1069,-0.21875,-0.078125,0.55859375
1080,-0.671875,0.00390625,1.48828125
1100,-0.84765625,0.4375,2.6953125
1127,0.72265625,0.88671875,3.390625
1140,2.5859375,1.3359375,2.69921875
1161,2.73046875,1.16796875,1.703125
1187,1.75,1.51953125,1.13671875
1200,0.87890625,1.1484375,0.7734375
1221,0.61328125,0.33203125,0.66015625
1248,0.58203125,-0.20703125,0.74609375
1262,0.55078125,-0.33984375,0.83203125
1280,0.4453125,-0.18359375,0.80078125
1306,0.4453125,-0.18359375,0.80078125
1320,0.2578125,0.09375,0.375
1341,0.25390625,0.078125,0.11328125
1370,0.38671875,-0.00390625,0.02734375
1381,0.54296875,-0.09375,0.05078125
1400,0.640625,-0.14453125,-0.0625
1427,0.73828125,-0.16796875,-0.171875
1441,0.796875,-0.16015625,-0.12109375
1460,0.81640625,-0.1796875,-0.0625
1488,0.8671875,-0.27734375,-0.0625
1500,1.04296875,-0.37109375,-0.06640625
1520,1.34375,-0.35546875,-0.0859375
1547,1.4921875,-0.234375,-0.07421875
1561,1.49609375,-0.109375,-0.1484375
1581,1.44921875,-0.10546875,-0.20703125
1606,1.3828125,-0.125,-0.26953125
1620,1.33984375,-0.1015625,-0.26171875
1641,1.3046875,-0.11328125,-0.16796875
1667,1.234375,-0.16796875,-0.046875
